iter,train_token_loss,train_val_loss,dt,tok_sec,epoch
2700,5.353009223937988,5.392497539520264,142.85707473754883,1835008.8750004172,0
2800,5.373732089996338,5.373103141784668,143.0184841156006,1832937.9004472687,0
2900,5.369227409362793,5.349181652069092,151.7484188079834,1727490.8170984432,0
3000,5.349481582641602,5.333618640899658,144.6242332458496,1812586.9649685624,0
3100,5.30927848815918,5.318535804748535,144.08230781555176,1819404.5054829768,0
3200,5.321403503417969,5.300225257873535,145.39456367492676,1802983.5048448008,0
3300,5.297571659088135,5.28963565826416,144.911527633667,1808993.4201970047,0
3400,5.270223617553711,5.274963855743408,147.74823188781738,1774261.5031700772,0
3500,5.279300689697266,5.258479595184326,146.54183387756348,1788868.0185278887,0
3600,5.265171051025391,5.250245571136475,147.0491886138916,1782695.9976522815,0
3700,5.245941638946533,5.242130756378174,147.49550819396973,1777301.5816539803,0
3800,5.200760841369629,5.230682373046875,147.9659080505371,1771651.3449197086,0
3900,5.211482524871826,5.216710090637207,150.0723361968994,1746784.2951152516,0
4000,5.179896354675293,5.204201698303223,152.07839012145996,1723742.6026842755,0
4100,5.180528163909912,5.2021074295043945,143.37778091430664,1828344.6593212166,0
4200,5.1935133934021,5.192437648773193,143.02968978881836,1832794.2987714824,0
4300,5.206002235412598,5.184178352355957,144.35625076293945,1815951.8456217772,0
4400,5.182164192199707,5.1713104248046875,144.01984214782715,1820193.6350612435,0
4500,5.123353958129883,5.16299295425415,143.72682571411133,1823904.4708427195,0
4600,5.146364212036133,5.161442756652832,144.07944679260254,1819440.6338701963,0
4700,5.137958526611328,5.14486837387085,142.5943374633789,1838389.971602651,0
4800,5.126911163330078,5.136956214904785,145.31254768371582,1804001.1284543509,0
4900,5.176764011383057,5.129237651824951,145.9372043609619,1796279.4418866045,0
5000,5.114485263824463,5.123178482055664,145.87712287902832,1797019.2640650615,0
5100,5.079533576965332,5.116442680358887,144.9284553527832,1808782.1288227495,0
5200,5.105795383453369,5.109092712402344,144.6819305419922,1811864.1285610704,0
5300,5.125349044799805,5.10530948638916,320.0361728668213,819107.4079275647,0
5400,5.077526569366455,5.093326568603516,145.7509994506836,1798574.2875725476,0
5500,5.108560085296631,5.091035842895508,146.439790725708,1790114.5494738796,0
5600,5.0949602127075195,5.084561347961426,145.71213722229004,1799053.97722695,0
5700,5.106759071350098,5.078588962554932,147.07303047180176,1782407.0066351204,0
5800,5.032955169677734,5.066298484802246,147.7501392364502,1774238.598722949,0
5900,5.084757328033447,5.060492515563965,148.99444580078125,1759421.289774182,0
6000,5.040994167327881,5.051806449890137,147.0484733581543,1782704.6688306425,0
6100,5.027588367462158,5.04655122756958,203.19199562072754,1290129.5604641368,0
6200,4.996331214904785,5.045843124389648,148.63038063049316,1763730.9336622816,0
6300,5.038759708404541,5.036882400512695,149.16753768920898,1757379.6823419973,0
6400,5.082102298736572,5.035628795623779,147.69411087036133,1774911.6634047595,0
6500,5.082099914550781,5.0242600440979,147.18866348266602,1781006.7283535865,0
6600,5.011866569519043,5.016397476196289,148.10848236083984,1769945.8925069058,0
6700,4.997475624084473,5.011030197143555,149.25217628479004,1756383.0995656613,0
6800,5.02318000793457,5.004911422729492,150.31147003173828,1744005.2974310494,0
6900,4.989384174346924,4.999025344848633,150.16913414001465,1745658.3305300425,0
7000,5.017852783203125,4.996062755584717,150.34794807434082,1743582.1596340023,0
7100,4.970698833465576,4.990208625793457,149.20806884765625,1756902.3044434218,0
7200,4.99204683303833,4.986848831176758,150.39610862731934,1743023.8215111755,0
7300,4.993029594421387,4.9777960777282715,149.08742904663086,1758323.969206068,0
7400,4.955708980560303,4.975982666015625,149.59955215454102,1752304.710973981,0
7500,4.977816104888916,4.968132019042969,150.96545219421387,1736450.268520756,0
7600,5.026869773864746,4.962970733642578,148.90027046203613,1760534.0755028157,0
7700,4.969760417938232,4.960010528564453,153.16295623779297,1711536.5649707664,0
7800,4.989086151123047,4.954136371612549,150.04706382751465,1747078.5053238058,0
7900,4.979739665985107,4.946088790893555,150.43950080871582,1742521.0705353026,0
8000,4.91719913482666,4.949831962585449,152.45866775512695,1719443.0717513894,0
8100,4.934928894042969,4.943800449371338,151.69906616210938,1728052.826112103,0
8200,4.9552202224731445,4.938493728637695,146.3303565979004,1791453.2985137368,0
8300,4.936282634735107,4.933666229248047,145.80035209655762,1797965.4797156644,0
8400,4.891488075256348,4.928223609924316,145.92432975769043,1796437.9239246403,0
8500,4.9570159912109375,4.9277238845825195,145.92361450195312,1796446.7293022769,0
8600,4.92687463760376,4.922834396362305,145.80154418945312,1797950.7793098036,0
8700,4.932058811187744,4.9152140617370605,145.22123336791992,1805135.474478823,0
8800,4.913031101226807,4.91176700592041,145.4000473022461,1802915.5070016987,0
8900,4.901515483856201,4.903493881225586,146.13723754882812,1793820.6879845466,0
9000,4.900418281555176,4.905838489532471,146.08025550842285,1794520.4099460589,0
9100,4.874723434448242,4.896623611450195,146.6968059539795,1786978.2392006384,0
9200,4.929635524749756,4.891430377960205,147.19438552856445,1780937.4933606316,0
9300,4.8741960525512695,4.882386684417725,148.78535270690918,1761893.8640848263,0
9400,4.864196300506592,4.881471633911133,173.5982894897461,1510060.9618361709,0
9500,4.897668361663818,4.877120018005371,146.46244049072266,1789837.716220528,0
9600,4.880259990692139,4.878416538238525,150.16984939575195,1745650.0159972566,0
9700,4.878165245056152,4.869080066680908,149.14536476135254,1757640.9459285345,0
9800,4.861732482910156,4.866804599761963,148.8032341003418,1761682.140747221,0
9900,4.850571155548096,4.863908767700195,146.9409465789795,1784009.196232446,0
10000,4.861845016479492,4.85769510269165,148.86045455932617,1761004.9678810185,0
10100,4.863520622253418,4.853819370269775,148.6966609954834,1762944.7644958384,0
10200,4.871757984161377,4.848825931549072,148.1313705444336,1769672.4133215733,0
10300,4.817346096038818,4.850942611694336,147.92728424072266,1772113.923036754,0
10400,4.853392601013184,4.841073513031006,148.11444282531738,1769874.665829627,0
10500,4.853707790374756,4.843117713928223,148.8797664642334,1760776.5395237706,0
10600,4.850064277648926,4.839591026306152,148.45752716064453,1765784.4975171678,0
10700,4.847850799560547,4.831106662750244,152.32181549072266,1720987.8910349922,0
10800,4.857842445373535,4.832993984222412,148.27847480773926,1767916.754875588,0
10900,4.855767726898193,4.828042984008789,149.22809600830078,1756666.5193223285,0
11000,4.834259033203125,4.822108268737793,147.6266384124756,1775722.8832072818,0
11100,4.8244829177856445,4.824699401855469,147.59206771850586,1776138.813231973,0
11200,4.788620471954346,4.821310520172119,146.69370651245117,1787015.9956572477,0
11300,4.793417453765869,4.816018581390381,148.61655235290527,1763895.0429795473,0
11400,4.813692569732666,4.813750267028809,147.430419921875,1778086.2330780376,0
11500,4.857344150543213,4.823392868041992,151.1693000793457,1734108.7103162212,0
11600,4.790210723876953,4.810429096221924,150.64167976379395,1740182.401119276,0
11700,4.793678283691406,4.8048906326293945,149.52898025512695,1753131.7310713204,0
11800,4.801914215087891,4.806097507476807,149.80173110961914,1749939.7240488036,0
11900,4.79700231552124,4.803141117095947,150.38657188415527,1743134.3551200363,0
12000,4.792329788208008,4.798938751220703,150.50077438354492,1741811.6356792755,0
12100,4.831973075866699,4.798797607421875,149.8570442199707,1749293.8110750844,0
12200,4.772641181945801,4.791430950164795,150.98023414611816,1736280.2586880208,0
12300,4.766910552978516,4.79591178894043,149.94239807128906,1748298.0355920775,0
12400,4.79672908782959,4.787083625793457,151.25751495361328,1733097.3610163615,0
12500,4.783932209014893,4.787417411804199,149.95336532592773,1748170.1689736864,0
12600,4.772304534912109,4.782562732696533,160.66694259643555,1631598.857634674,0
12700,4.791568756103516,4.787692070007324,149.2445468902588,1756472.8860261638,0
12800,4.748249530792236,4.78301477432251,151.56030654907227,1729634.9286224418,0
12900,4.778903007507324,4.774956226348877,151.12996101379395,1734560.0980871925,0
13000,4.791068077087402,4.774486541748047,150.18153190612793,1745514.2231726272,0
13100,4.799210548400879,4.77604866027832,151.99613571166992,1724675.4252836783,0
13200,4.733504772186279,4.772823333740234,149.32870864868164,1755482.9367521913,0
13300,4.756246566772461,4.768192768096924,153.69892120361328,1705568.2495827258,0
13400,4.768899440765381,4.771631717681885,151.3364315032959,1732193.61257564,0
13500,4.746321678161621,4.7684783935546875,151.0946750640869,1734965.1792084097,0
13600,4.736691951751709,4.766598701477051,151.58319473266602,1729373.7637758616,0
13700,4.748261451721191,4.76350212097168,152.04834938049316,1724083.1687294291,0
13800,4.748230457305908,4.759096145629883,154.30569648742676,1698861.4546797383,0
13900,4.704757213592529,4.7625226974487305,151.44085884094238,1730999.1636756933,0
14000,4.7666473388671875,4.753695011138916,152.99582481384277,1713406.2339215004,0
14100,4.766567707061768,4.757350921630859,153.7911891937256,1704544.9831965733,0
14200,4.755334377288818,4.751255989074707,152.21881866455078,1722152.3744557148,0
14300,4.730355262756348,4.75270938873291,152.95982360839844,1713809.5077249205,0
14400,4.767415523529053,4.7505927085876465,151.98183059692383,1724837.758371532,0
14500,4.739425182342529,4.748395919799805,153.31363677978516,1709854.4232991834,0
14600,4.743903160095215,4.74217414855957,152.69804000854492,1716747.6411965112,0
14700,4.716313362121582,4.744572639465332,152.26435661315918,1721637.3275460624,0
14800,4.705036640167236,4.741657733917236,162.1723175048828,1616453.4368950308,0
14900,4.760868549346924,4.7426276206970215,152.4820327758789,1719179.5992469776,0
15000,4.7456159591674805,4.741710662841797,152.1780490875244,1722613.7512725587,0
15100,4.694610118865967,4.736842632293701,154.99281883239746,1691329.9724129231,0
15200,4.730172157287598,4.735926628112793,153.63192558288574,1706312.0116825658,0
15300,4.756072998046875,4.73353385925293,153.38635444641113,1709043.8125745123,0
15400,4.732640743255615,4.735617160797119,155.13134002685547,1689819.7356808695,0
15500,4.707056045532227,4.73292350769043,154.28829193115234,1699053.0954673854,0
15600,4.697062969207764,4.731260299682617,154.0236473083496,1701972.4216450832,0
15700,4.753478527069092,4.728178024291992,154.60634231567383,1695557.8669907134,0
15800,4.723790645599365,4.723806381225586,180.7234287261963,1450525.821957259,0
15900,4.7184367179870605,4.7193779945373535,153.7332534790039,1705187.3558104478,0
16000,4.716943264007568,4.723824977874756,155.5647850036621,1685111.4472586385,0
16100,4.728814601898193,4.721256732940674,154.8922061920166,1692428.6020887687,0
16200,4.716470241546631,4.718786239624023,155.4272174835205,1686602.9273656292,0
16300,4.686809539794922,4.714659214019775,153.55324745178223,1707186.2975891586,0
16400,4.741913318634033,4.716141223907471,152.08697319030762,1723645.3228112916,0
16500,4.7324910163879395,4.715377330780029,151.7624855041504,1727330.69789392,0
16600,4.710513114929199,4.710777759552002,153.43403816223145,1708512.6816699272,0
16700,4.696197032928467,4.706717014312744,154.7868251800537,1693580.8308947773,0
16800,4.724468231201172,4.709705829620361,153.5496711730957,1707226.0591459458,0
16900,4.71108865737915,4.7076802253723145,152.91666984558105,1714293.1523732457,0
17000,4.685362815856934,4.7032670974731445,152.7717113494873,1715919.7713005114,0
17100,4.684077739715576,4.702319622039795,153.72872352600098,1705237.6028846826,0
17200,4.67361307144165,4.700930595397949,153.23615074157715,1710719.0354976282,0
17300,4.689906120300293,4.698892116546631,155.37691116333008,1687148.9981187605,0
17400,4.700212001800537,4.702383995056152,153.78785133361816,1704581.9791793597,0
17500,4.697849273681641,4.694433212280273,154.5393466949463,1696292.9221996807,0
17600,4.686553001403809,4.691911697387695,154.17003631591797,1700356.3485113727,0
17700,4.692862510681152,4.6905412673950195,153.7916660308838,1704539.6981872695,0
17800,4.687882900238037,4.68967342376709,153.6242961883545,1706396.7517129746,0
17900,4.658421516418457,4.686832904815674,153.99575233459473,1702280.7189540258,0
18000,4.675535678863525,4.690891265869141,153.73992919921875,1705113.312887698,0
18100,4.646233081817627,4.688183307647705,151.86166763305664,1726202.563726737,0
18200,4.67088508605957,4.683211803436279,155.11345863342285,1690014.5371622504,0
18300,4.703794479370117,4.6875739097595215,154.16789054870605,1700380.0147163665,0
18400,4.735625267028809,4.687462329864502,153.87725830078125,1703591.569636571,0
18500,4.675352573394775,4.680359363555908,155.23552894592285,1688685.584930234,0
18600,4.704507827758789,4.673439025878906,156.02970123291016,1680090.379771284,0
18700,4.666166305541992,4.674910545349121,154.12592887878418,1700842.95294771,0
18800,4.691797256469727,4.673736095428467,154.87098693847656,1692660.4858800203,0
18900,4.66259765625,4.679523468017578,179.5496940612793,1460008.057215245,0
19000,4.681703090667725,4.679172992706299,187.21365928649902,1400239.7100674834,0
19100,4.692591667175293,4.670132160186768,156.0208797454834,1680185.3728016089,0
19200,4.7247514724731445,4.673065662384033,155.51376342773438,1685664.3053450095,0
19300,4.668036460876465,4.667545318603516,155.16376495361328,1689466.6101867843,0
19400,4.627570152282715,4.661938190460205,156.57544136047363,1674234.4630949027,0
19500,4.666780948638916,4.660461902618408,155.8358669281006,1682180.1371371571,0
19600,4.649781703948975,4.659000873565674,155.38477897644043,1687063.570362619,0
19700,4.639492988586426,4.6719465255737305,162.38069534301758,1614379.0950410676,0
19800,4.651392459869385,4.658044338226318,156.50105476379395,1675030.2443370256,0
19900,4.635398864746094,4.661871910095215,154.022216796875,1701988.2290469585,0
20000,4.657788276672363,4.660351753234863,154.65283393859863,1695048.1496128177,0
20100,4.656216621398926,4.652379512786865,155.89380264282227,1681554.9788121725,0
20200,4.669599533081055,4.657459259033203,155.27796745300293,1688224.0558651155,0
20300,4.608365058898926,4.650367259979248,158.17689895629883,1657283.7230323073,0
20400,4.678843975067139,4.647759914398193,156.69989585876465,1672904.74931951,0
20500,4.612292289733887,4.649985313415527,151.5350341796875,1729923.3897895478,0
20600,4.618564605712891,4.643695831298828,150.74849128723145,1738949.410117273,0
20700,4.634807586669922,4.644039630889893,149.14202690124512,1757680.2826582175,0
20800,4.686340808868408,4.651261806488037,151.80611610412598,1726834.2457308618,0
20900,4.625698566436768,4.644300937652588,150.0990390777588,1746473.5391423549,0
21000,4.619210720062256,4.643815517425537,151.29446983337402,1732674.0381767324,0
21100,4.654931545257568,4.639467716217041,150.9835720062256,1736241.873978123,0
21200,4.679200172424316,4.641304969787598,151.65948867797852,1728503.7836083923,0
21300,4.635069847106934,4.639438629150391,150.05111694335938,1747031.3139951697,0
21400,4.631492614746094,4.638608455657959,156.68821334838867,1673029.4793593406,0
21500,4.705072402954102,4.640456676483154,150.64764022827148,1740113.5497561176,0
21600,4.62305212020874,4.633930206298828,150.7096290588379,1739397.8184211275,0
21700,4.647903919219971,4.6341872215271,151.14641189575195,1734371.307344066,0
21800,4.644611835479736,4.637896537780762,151.51476860046387,1730154.7725110503,0
21900,4.622293472290039,4.633297443389893,154.1447639465332,1700635.125633768,0
22000,4.679533958435059,4.629199981689453,150.24304389953613,1744799.5807066404,0
22100,4.621849060058594,4.625345230102539,201.5073299407959,1300915.4559142813,0
22200,4.621643543243408,4.626728057861328,158.37621688842773,1655198.0161558865,0
22300,4.606489181518555,4.632462501525879,151.31020545959473,1732493.8473499191,0
22400,4.601069450378418,4.620945453643799,151.22127532958984,1733512.691442734,0
22500,4.616106986999512,4.6264472007751465,151.1516571044922,1734311.121834265,0
22600,4.628205299377441,4.62045431137085,149.3697166442871,1755000.986071872,0
22700,4.619753837585449,4.6225409507751465,151.89123153686523,1725866.5779951592,0
22800,4.591481685638428,4.620511531829834,151.5328884124756,1729947.886206978,0
22900,4.606958866119385,4.615579605102539,151.2584686279297,1733086.4339558403,0
23000,4.616911888122559,4.615249156951904,151.66878700256348,1728397.8146114487,0
23100,4.596254348754883,4.613800525665283,150.1941680908203,1745367.3690012065,0
23200,4.638070106506348,4.615621089935303,150.19750595092773,1745328.5814589174,0
23300,4.586543560028076,4.613879203796387,151.5517234802246,1729732.8857774828,0
23400,4.606497764587402,4.615536212921143,157.8347682952881,1660876.1354124653,0
23500,4.577793121337891,4.6067914962768555,149.94502067565918,1748267.4570903857,0
23600,4.617313861846924,4.606348037719727,151.0329246520996,1735674.526622866,0
23700,4.570472240447998,4.605902194976807,149.84965324401855,1749380.0908108796,0
23800,4.598437309265137,4.6020708084106445,150.679349899292,1739747.3520771526,0
23900,4.602145195007324,4.604384899139404,152.86803245544434,1714838.5819409678,0
24000,4.61657190322876,4.601352691650391,151.23438835144043,1733362.3844256003,0
24100,4.634972095489502,4.601465702056885,153.30171585083008,1709987.3836707652,0
24200,4.617967128753662,4.606750965118408,152.62293815612793,1717592.4088935822,0
24300,4.583117485046387,4.602224349975586,152.75907516479492,1716061.7116672234,0
24400,4.543078899383545,4.595382213592529,151.89051628112793,1725874.7051383276,0
24500,4.60830545425415,4.594687461853027,151.7651081085205,1727300.8484437177,0
24600,4.598291397094727,4.597972869873047,152.47797966003418,1719225.2978723736,0
24700,4.607881546020508,4.596975326538086,152.18424797058105,1722543.5844758088,0
24800,4.584875106811523,4.592753887176514,152.52327919006348,1718714.6866501283,0
24900,4.6056060791015625,4.5973358154296875,153.58281135559082,1706857.6729791532,0
25000,4.6070075035095215,4.588753700256348,152.56142616271973,1718284.933443144,0
25100,4.584136962890625,4.589369773864746,153.23972702026367,1710679.1110723875,0
25200,4.564512729644775,4.585655689239502,152.91142463684082,1714351.9565171972,0
25300,4.631050109863281,4.584789276123047,154.16908264160156,1700366.8667433718,0
25400,4.588531017303467,4.586007595062256,154.30474281311035,1698871.9544252867,0
25500,4.54142951965332,4.589241981506348,154.94513511657715,1691850.4721220767,0
25600,4.564722537994385,4.587607383728027,154.16598320007324,1700401.0518960934,0
25700,4.619051933288574,4.579894542694092,152.26292610168457,1721653.5023432716,0
25800,4.580628871917725,4.5795979499816895,153.60474586486816,1706613.9364640326,0
25900,4.608476161956787,4.584684371948242,153.28311920166016,1710194.8431459165,0
26000,4.589700698852539,4.57904577255249,152.24218368530273,1721888.0710609977,0
26100,4.600454807281494,4.578702926635742,153.35750579833984,1709365.3071321521,0
26200,4.59132194519043,4.58068323135376,153.1209945678711,1712005.598839056,0
26300,4.58970308303833,4.577144622802734,153.83052825927734,1704109.0800791057,0
26400,4.605623722076416,4.578028202056885,154.2057991027832,1699962.0087262248,0
26500,4.59078311920166,4.574825286865234,152.6632308959961,1717139.0809787668,0
26600,4.5608320236206055,4.572622299194336,153.88226509094238,1703536.1407312036,0
26700,4.597184658050537,4.576147079467773,152.53233909606934,1718612.6007999787,0
26800,4.5511651039123535,4.571535110473633,154.5126438140869,1696586.0756056802,0
26900,4.560688495635986,4.570927143096924,153.77354621887207,1704740.5515827795,0
27000,4.579269886016846,4.569972991943359,154.2963981628418,1698963.8327353415,0
27100,4.586822509765625,4.568789005279541,152.92906761169434,1714154.1767953217,0
27200,4.559900760650635,4.568601608276367,153.69153022766113,1705650.269807905,0
27300,4.550701141357422,4.569399356842041,154.25682067871094,1699399.7338114374,0
27400,4.6478471755981445,4.567737579345703,152.79555320739746,1715652.0232246427,0
27500,4.534323215484619,4.562230110168457,151.0484218597412,1735496.45055821,0
27600,4.530538558959961,4.567551136016846,153.85174751281738,1703874.0491274614,0
27700,4.60500431060791,4.573306083679199,152.76765823364258,1715965.2967847255,0
27800,4.565529823303223,4.56381368637085,154.2191505432129,1699814.8354250342,0
27900,4.600820064544678,4.564269542694092,152.27651596069336,1721499.8540396497,0
28000,4.571918964385986,4.566272735595703,153.7177562713623,1705359.2659603343,0
28100,4.552897930145264,4.559729099273682,153.42974662780762,1708560.4699322954,0
28200,4.556692600250244,4.563907623291016,152.70209312438965,1716702.0741913475,0
28300,4.539050102233887,4.562024116516113,152.07600593566895,1723769.6268199726,0
28400,4.552726745605469,4.558670520782471,154.69002723693848,1694640.5963098994,0
28500,4.591237545013428,4.5577473640441895,153.42187881469727,1708648.0886902523,0
28600,4.585006237030029,4.55573844909668,164.22510147094727,1596248.0622755187,0
28700,4.566859245300293,4.5559282302856445,155.1225185394287,1689915.8321321916,0
28800,4.541234016418457,4.555422782897949,155.3201675415039,1687765.3697479507,0
28900,4.552320957183838,4.5553693771362305,155.76958656311035,1682895.909168969,0
29000,4.538970470428467,4.5500993728637695,155.92288970947266,1681241.2884884737,0
29100,4.566004753112793,4.551878452301025,158.16354751586914,1657423.62331433,0
29200,4.55595588684082,4.5530900955200195,155.62105178833008,1684502.1736298148,0
29300,4.534510612487793,4.554197788238525,155.1060676574707,1690095.0682271635,0
29400,4.576437473297119,4.547064304351807,157.456636428833,1664864.726857565,0
29500,4.5819854736328125,4.543312072753906,155.49778938293457,1685837.4710037487,0
29600,4.545459747314453,4.551271438598633,156.96406364440918,1670089.2797594003,0
29700,4.554028511047363,4.546860218048096,155.3819179534912,1687094.6340002364,0
29800,4.558524131774902,4.546737194061279,155.54261207580566,1685351.6634543901,0
29900,4.539653301239014,4.544320106506348,155.19213676452637,1689157.7464246922,0
30000,4.543160915374756,4.542454719543457,155.9159755706787,1681315.8436171075,0
30100,4.486393451690674,4.544051170349121,158.0216884613037,1658911.5238076558,0
30200,4.5191545486450195,4.545132160186768,155.14779090881348,1689640.5579765711,0
30300,4.56378173828125,4.540552139282227,157.2108268737793,1667467.8532825795,0
30400,4.514424800872803,4.540384292602539,156.83460235595703,1671467.8780198598,0
30500,4.519537925720215,4.54123067855835,156.80575370788574,1671775.3896221782,0
30600,4.543502330780029,4.537932872772217,157.52267837524414,1664166.7263651472,0
30700,4.556634426116943,4.539904594421387,157.2253704071045,1667313.610527545,0
30800,4.566222190856934,4.5426201820373535,155.7753086090088,1682834.0918776372,0
30900,4.556906223297119,4.534356594085693,155.03859519958496,1690830.5939081532,0
31000,4.509891510009766,4.540573596954346,158.37550163269043,1655205.4913642693,0
31100,4.548236846923828,4.538663864135742,155.51042556762695,1685700.4862738363,0
31200,4.520661354064941,4.538408279418945,154.98757362365723,1691387.211703445,0
31300,4.54636812210083,4.530867099761963,156.1596393585205,1678692.4014223313,0
31400,4.574309825897217,4.530707836151123,155.67684173583984,1683898.4981775188,0
31500,4.524964332580566,4.531187057495117,161.18574142456055,1626347.3287597883,0
31600,4.51920223236084,4.529391288757324,155.25174140930176,1688509.2406718337,0
31700,4.516574382781982,4.5350542068481445,156.3866138458252,1676256.0014147786,0
